,T2D_1,T2D_2,T2D_3,T2D_4,T2D_5,HV_1,HV_2,HV_3,HV_4,HV_5
RPL10P8,0.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0
RPL10P9,1125.0,652.0,643.0,912.0,825.0,966.0,759.0,752.0,707.0,448.0
RPL11,25392.0,12882.0,11388.0,16336.0,14961.0,17406.0,5456.0,4722.0,2507.0,4102.0
RPL11P1,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
RPL11P3,3.0,10.0,0.0,2.0,6.0,17.0,30.0,1.0,1.0,8.0
RPL11P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL11P5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12,24975.0,12586.0,11876.0,14804.0,14137.0,14097.0,7108.0,8017.0,3756.0,5943.0
RPL12P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P11,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL12P12,19.0,9.0,7.0,12.0,16.0,6.0,7.0,13.0,2.0,7.0
RPL12P13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P14,2.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0
RPL12P15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P17,1.0,2.0,9.0,7.0,10.0,3.0,1.0,1.0,2.0,0.0
RPL12P18,7.0,3.0,4.0,4.0,11.0,2.0,1.0,0.0,0.0,2.0
RPL12P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
RPL12P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
RPL12P22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P27,4.0,3.0,10.0,0.0,8.0,41.0,11.0,19.0,0.0,3.0
RPL12P28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P30,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL12P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
RPL12P33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPL12P34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P38,2.0,5.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0
RPL12P39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P4,99.0,63.0,62.0,55.0,68.0,61.0,36.0,23.0,20.0,26.0
RPL12P40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
RPL12P42,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0
RPL12P43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P44,0.0,2.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0
RPL12P45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P47,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0
RPL12P48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL12P49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL12P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P6,6.0,3.0,4.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0
RPL12P7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL12P8,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0
RPL12P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13,66454.0,24843.0,28419.0,34884.0,28574.0,32431.0,29304.0,30979.0,27039.0,17463.0
RPL13A,80392.0,34016.0,31951.0,42210.0,37399.0,41395.0,24535.0,22533.0,15130.0,17179.0
RPL13AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP12,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
RPL13AP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP14,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0
RPL13AP15,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
RPL13AP16,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL13AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPL13AP20,3.0,13.0,8.0,16.0,17.0,10.0,3.0,10.0,9.0,7.0
RPL13AP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP22,7.0,4.0,3.0,8.0,6.0,10.0,5.0,3.0,5.0,1.0
RPL13AP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP24,2.0,1.0,4.0,5.0,2.0,1.0,1.0,0.0,3.0,1.0
RPL13AP25,84.0,55.0,85.0,72.0,59.0,84.0,45.0,32.0,20.0,25.0
RPL13AP26,11.0,2.0,6.0,0.0,13.0,43.0,9.0,0.0,0.0,8.0
RPL13AP27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL13AP3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPL13AP5,1861.0,619.0,472.0,758.0,626.0,905.0,619.0,507.0,270.0,324.0
RPL13AP6,8.0,3.0,3.0,2.0,3.0,12.0,3.0,4.0,1.0,2.0
RPL13AP7,10.0,14.0,20.0,13.0,7.0,8.0,7.0,5.0,1.0,7.0
RPL13AP8,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0
RPL13AP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13P12,2120.0,1002.0,444.0,1523.0,1216.0,1420.0,591.0,705.0,612.0,716.0
RPL13P2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPL13P4,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL13P5,4.0,1.0,5.0,3.0,6.0,11.0,8.0,0.0,0.0,6.0
RPL13P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13P8,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
RPL14,16711.0,7941.0,7683.0,11261.0,10748.0,11257.0,3153.0,1903.0,920.0,2502.0
RPL14P1,121.0,87.0,124.0,142.0,281.0,133.0,52.0,40.0,13.0,31.0
RPL14P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL14P3,2.0,10.0,1.0,5.0,5.0,15.0,3.0,4.0,0.0,3.0
RPL14P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL14P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15,25071.0,11192.0,10319.0,14775.0,13660.0,16515.0,9891.0,9013.0,7294.0,5869.0
RPL15P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P12,0.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0
RPL15P13,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P14,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL15P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P18,3.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0
RPL15P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P2,4.0,4.0,10.0,5.0,14.0,5.0,7.0,2.0,2.0,1.0
RPL15P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P22,4.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,0.0,1.0
RPL15P3,1250.0,582.0,624.0,907.0,870.0,1081.0,657.0,696.0,534.0,422.0
RPL15P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P5,1.0,4.0,11.0,8.0,15.0,8.0,8.0,3.0,1.0,2.0
RPL15P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15P7,3.0,4.0,4.0,4.0,13.0,4.0,8.0,6.0,5.0,2.0
RPL15P8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
RPL15P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17,118.0,51.0,32.0,60.0,83.0,69.0,20.0,4.0,0.0,17.0
RPL17-C18orf32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL17P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P10,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P18,64.0,56.0,125.0,133.0,172.0,196.0,49.0,12.0,3.0,7.0
RPL17P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P24,2.0,4.0,2.0,6.0,2.0,5.0,1.0,0.0,1.0,2.0
RPL17P25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL17P26,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P28,0.0,1.0,0.0,2.0,1.0,5.0,3.0,0.0,0.0,2.0
RPL17P29,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
RPL17P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P34,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
RPL17P35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P36,0.0,2.0,3.0,4.0,8.0,9.0,1.0,0.0,0.0,0.0
RPL17P37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P38,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
RPL17P39,20.0,6.0,8.0,9.0,11.0,9.0,1.0,3.0,2.0,8.0
RPL17P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P43,3.0,0.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0
RPL17P44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P47,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
RPL17P48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL17P49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P50,1.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,1.0
RPL17P51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P6,153.0,68.0,67.0,54.0,84.0,109.0,27.0,16.0,8.0,21.0
RPL17P7,711.0,480.0,469.0,730.0,555.0,537.0,134.0,98.0,94.0,249.0
RPL17P8,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
RPL17P9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL18,24408.0,10084.0,9389.0,13017.0,10594.0,11727.0,10262.0,10784.0,10228.0,6366.0
RPL18A,40622.0,18308.0,16545.0,21079.0,18075.0,18354.0,16662.0,21679.0,19941.0,11418.0
RPL18AP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL18AP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL18AP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL18AP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL18AP2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL18AP3,3131.0,1201.0,1231.0,1531.0,1271.0,1481.0,1386.0,1862.0,1455.0,753.0
RPL18AP7,1.0,2.0,0.0,9.0,7.0,12.0,3.0,0.0,0.0,4.0
RPL18AP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL18AP9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL18P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL18P10,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
RPL18P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL18P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19,29958.0,13118.0,13304.0,18238.0,15998.0,20089.0,8633.0,5848.0,2445.0,5512.0
RPL19P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P16,4.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
RPL19P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21,27272.0,16538.0,14116.0,16513.0,14627.0,15590.0,8669.0,5799.0,2075.0,7363.0
RPL21P1,0.0,5.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
RPL21P10,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
RPL21P100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P107,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
RPL21P108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL21P109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P11,17.0,14.0,20.0,35.0,14.0,13.0,10.0,0.0,0.0,7.0
RPL21P110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P118,2.0,3.0,1.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0
RPL21P119,17.0,7.0,9.0,10.0,6.0,7.0,3.0,2.0,1.0,5.0
RPL21P12,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
RPL21P120,1.0,6.0,8.0,5.0,5.0,3.0,1.0,1.0,0.0,3.0
RPL21P121,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
RPL21P122,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
RPL21P123,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
RPL21P125,0.0,6.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0
RPL21P126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P128,4.0,2.0,8.0,8.0,13.0,3.0,3.0,5.0,1.0,2.0
RPL21P129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P134,4.0,18.0,25.0,38.0,20.0,38.0,21.0,11.0,5.0,13.0
RPL21P135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL21P137,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
RPL21P14,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
RPL21P15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
RPL21P16,1110.0,422.0,325.0,275.0,293.0,345.0,218.0,173.0,50.0,177.0
RPL21P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P18,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
RPL21P19,49.0,47.0,40.0,36.0,40.0,33.0,14.0,9.0,3.0,20.0
RPL21P2,2.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0
RPL21P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL21P21,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P27,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL21P28,250.0,159.0,135.0,141.0,117.0,104.0,57.0,31.0,11.0,55.0
RPL21P29,0.0,3.0,2.0,6.0,0.0,3.0,0.0,1.0,0.0,1.0
RPL21P3,0.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,1.0,1.0
RPL21P30,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
RPL21P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P35,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
RPL21P36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P37,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
RPL21P38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P39,4.0,8.0,6.0,2.0,6.0,5.0,3.0,2.0,0.0,3.0
RPL21P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P44,2.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0
RPL21P45,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
RPL21P46,3.0,6.0,9.0,7.0,4.0,3.0,1.0,0.0,0.0,2.0
RPL21P47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL21P5,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
RPL21P50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P51,8.0,19.0,24.0,19.0,22.0,21.0,7.0,10.0,5.0,12.0
RPL21P52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P53,4.0,2.0,4.0,0.0,2.0,4.0,0.0,1.0,1.0,4.0
RPL21P54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P60,1.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
