Gene,HC1,HC2,HC3,HC4,HC5,T2DM1,T2DM2,T2DM3,T2DM4,T2DM5
SNORA18,0.0,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17
SNORA1B,21.14,48.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA20,0.0,0.0,0.0,13.55,0.0,13.42,0.0,0.0,0.0,0.0
SNORA21,0.0,6.92,0.0,0.0,0.0,0.0,1.8,0.0,6.11,0.0
SNORA21B,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA22,59.63,453.18,544.18,35.83,299.71,509.09,74.88,46.8,102.15,390.57
SNORA22B,0.0,0.0,27.1,0.0,21.33,0.0,0.0,0.0,0.0,0.0
SNORA22C,9.94,101.97,56.68,23.88,40.87,82.87,7.49,23.4,17.02,85.73
SNORA23,48.69,49.72,40.14,22.79,31.58,36.7,46.43,24.33,25.84,96.26
SNORA24,0.0,64.47,106.59,0.0,0.0,8.67,0.0,0.0,0.0,63.32
SNORA26,23.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA27,0.0,0.0,0.0,15.35,0.0,0.0,6.7,0.0,7.36,0.0
SNORA28,0.0,0.0,0.0,20.54,0.0,0.0,0.0,0.0,0.0,0.0
SNORA2A,0.0,0.0,10.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA2C,16.65,9.5,9.54,0.0,22.63,0.0,6.36,19.72,36.02,32.29
SNORA31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA36C,11.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA37,0.0,78.06,0.0,0.0,0.0,32.72,0.0,53.28,11.53,77.31
SNORA38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA38B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,0.0,22.74
SNORA3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.85
SNORA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,0.0
SNORA46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA47,86.55,242.6,243.89,47.07,383.97,56.11,18.11,62.23,47.8,191.38
SNORA48,743.48,1006.63,778.32,320.69,648.95,448.25,525.67,779.06,706.85,1718.21
SNORA49,61.75,70.45,131.24,10.58,108.21,31.49,60.37,20.85,45.64,153.35
SNORA50A,0.0,0.0,0.0,0.0,0.0,0.0,7.49,0.0,0.0,0.0
SNORA50B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA50C,0.0,23.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67
SNORA51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,9.57,0.0
SNORA52,0.0,8.83,10.2,0.0,0.0,8.45,14.53,7.46,0.0,63.49
SNORA53,16.4,82.68,32.43,22.69,6.88,14.79,86.98,206.02,64.01,43.53
SNORA54,0.0,0.0,23.66,51.71,0.0,0.0,45.46,32.66,0.0,116.76
SNORA57,12.73,86.97,112.51,13.27,26.68,42.43,8.18,1.9,24.55,127.8
SNORA59A,31.57,18.63,39.61,11.13,28.77,13.21,3.88,30.19,29.12,15.98
SNORA59B,43.07,27.7,49.09,19.8,42.96,21.44,13.6,42.86,40.23,25.08
SNORA5A,19.88,0.0,11.34,11.94,0.0,0.0,14.98,0.0,0.0,9.53
SNORA5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA5C,8.33,19.01,19.09,0.0,11.32,9.9,0.0,26.29,21.61,0.0
SNORA6,0.0,0.0,5.99,0.0,0.0,0.0,5.66,5.29,0.0,0.65
SNORA61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA62,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.38
SNORA63,829.11,2032.13,2298.9,832.68,2013.43,1603.51,1410.53,1733.99,1123.45,1925.84
SNORA63C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA63D,0.0,25.65,38.38,0.0,0.0,13.42,0.0,0.0,0.0,21.41
SNORA64,0.0,0.0,0.0,7.54,0.0,0.0,0.0,0.0,0.0,0.0
SNORA67,11.8,60.99,2.12,5.31,39.65,59.49,3.99,2.46,28.41,42.63
SNORA68,0.0,0.0,0.0,5.49,0.0,0.0,0.0,0.0,6.24,0.0
SNORA70,73.36,190.46,0.0,10.13,53.3,0.0,6.39,4.53,39.17,118.4
SNORA70G,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA70I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.02
SNORA71A,39.75,45.32,22.67,11.94,13.62,23.68,29.95,23.4,42.56,57.16
SNORA71B,0.0,11.12,11.16,0.0,0.0,0.38,0.33,0.93,1.31,0.75
SNORA71C,0.0,0.0,0.0,0.0,0.0,71.04,0.0,7.8,8.51,19.05
SNORA71D,0.0,0.0,11.34,0.0,0.0,0.0,22.46,7.8,0.0,0.0
SNORA72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,0.0,0.0
SNORA73A,1860.82,2420.06,1779.5,754.11,1762.12,585.87,872.9,1694.95,608.15,2985.98
SNORA73B,1113.51,1556.12,1151.79,463.38,1187.45,519.91,879.24,1652.88,621.98,1975.06
SNORA74A,13.65,27.17,5.71,9.86,15.26,12.51,20.32,21.2,14.13,50.71
SNORA74B,54.89,133.92,103.92,17.44,83.5,29.87,58.36,60.75,14.18,148.31
SNORA74C-1,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,1.02
SNORA74D,6.69,0.0,0.0,0.0,0.0,0.0,0.0,5.32,0.0,0.0
SNORA75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA77B,0.0,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA78,0.0,4.04,0.0,0.0,0.0,0.0,19.92,0.0,0.0,0.0
SNORA79B,61.56,43.42,82.39,33.65,68.69,44.72,34.0,34.35,25.37,152.37
SNORA7A,0.0,0.0,20.47,0.0,0.0,0.0,14.55,0.0,0.0,37.17
SNORA7B,89.33,187.12,205.42,53.39,100.64,106.11,17.21,123.88,58.33,167.18
SNORA8,0.0,15.39,0.0,0.0,9.33,0.0,8.28,7.61,9.77,28.2
SNORA80A,0.0,0.0,20.19,0.0,12.02,0.0,0.0,0.0,0.0,8.52
SNORA80B,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0
SNORA80C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA80D,9.36,53.36,0.0,11.23,0.0,11.14,0.0,22.07,24.13,0.0
SNORA80E,0.0,9.5,0.0,0.0,0.0,0.0,0.0,6.57,0.0,8.07
SNORA81,13.66,17.01,10.25,0.0,0.0,10.27,59.23,88.53,36.2,45.54
SNORA84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09
SNORA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,0.0,0.0
SNORD10,51.03,201.48,180.55,41.6,114.66,70.11,125.83,104.63,29.76,264.93
SNORD118,8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81
SNORD15A,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0
SNORD15B,213.25,738.88,421.75,86.42,289.7,141.44,181.24,263.1,166.34,951.3
SNORD17,1210.99,3238.26,1615.62,389.07,2071.21,466.47,1094.59,1306.85,526.66,2882.8
SNORD22,0.0,35.23,0.0,18.85,0.0,11.44,17.92,33.23,23.22,69.63
SNORD3A,119.38,190.32,154.89,50.26,120.92,341.22,593.77,241.16,47.78,82.32
SNORD3B-1,44.39,63.98,21.02,64.88,26.15,440.44,29.48,38.25,24.81,28.19
SNORD3B-2,8.02,1.97,3.52,2.57,11.39,35.25,166.57,91.43,15.14,3.68
SNORD3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD3J,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,1.28
SNORD91A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0
SNORD91B,0.0,2.17,0.0,0.0,0.0,0.73,0.0,0.56,0.0,0.0
SNORD94,0.0,76.03,9.54,9.97,0.0,9.9,6.36,6.57,0.0,32.29
SNORD97,6.35,18.93,14.65,0.0,0.0,3.41,7.22,23.87,3.49,6.15
SNPH,1.2,1.6,2.77,1.85,3.05,2.47,2.22,2.64,4.22,2.67
SNRK,17.66,21.44,11.55,11.89,9.31,19.1,19.95,23.37,19.42,30.86
SNRNP200,36.54,50.39,60.3,36.79,57.88,49.81,31.28,38.36,41.04,54.15
SNRNP25,7.06,7.17,12.61,9.44,9.52,10.37,10.69,7.48,6.35,7.23
SNRNP27,11.27,18.0,23.16,19.76,16.93,13.15,13.08,14.73,13.9,11.36
SNRNP35,11.51,11.99,19.24,9.6,17.73,13.35,10.49,11.29,12.92,14.49
SNRNP40,12.02,17.04,27.06,14.35,34.04,20.74,22.36,20.8,17.44,19.07
SNRNP48,0.9,1.79,0.91,0.87,0.73,0.97,1.07,2.49,1.29,1.23
SNRNP70,81.1,121.38,147.84,101.91,185.32,151.18,107.33,103.87,127.88,152.19
SNRPA,77.56,135.68,167.04,156.52,214.07,83.25,66.38,83.9,89.93,80.96
SNRPA1,2.36,6.72,7.33,6.48,4.69,4.33,4.92,7.02,4.87,6.83
SNRPB,48.35,64.01,71.16,87.93,78.45,73.86,69.0,69.75,81.9,62.77
SNRPB2,11.35,13.11,15.51,12.54,14.45,10.49,17.05,23.66,12.73,20.29
SNRPC,36.98,63.86,85.2,98.13,94.15,48.43,45.69,55.89,46.93,47.47
SNRPD1,3.11,5.39,6.06,6.4,8.05,3.29,8.85,9.38,6.83,7.01
SNRPD2,37.43,75.85,105.41,78.58,114.8,82.72,91.57,92.28,78.36,76.67
SNRPD3,22.2,44.07,54.93,42.08,53.12,24.53,21.22,37.91,24.19,38.41
SNRPE,1.99,3.78,5.44,6.17,4.05,4.09,5.95,7.16,4.66,3.76
SNRPEP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0
SNRPEP4,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
SNRPF,1.96,4.99,7.07,5.08,4.11,3.46,2.49,4.3,3.39,3.41
SNRPFP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
SNRPG,42.68,62.96,77.37,62.42,90.71,46.11,70.71,58.09,57.62,43.81
SNRPGP4,0.0,1.94,0.65,0.62,0.0,1.95,1.59,1.01,1.65,3.79
SNRPN,31.62,43.35,64.63,81.56,59.31,47.71,55.87,57.56,50.58,50.55
SNTA1,0.44,1.69,2.27,0.76,1.88,1.28,1.97,1.71,1.34,1.75
SNTB1,8.4,11.73,9.18,11.26,7.97,9.01,8.85,6.68,8.86,11.94
SNTB2,6.92,4.16,3.79,3.38,2.69,5.53,6.05,4.05,4.35,6.76
SNTG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
SNTG2,0.0,0.5,0.14,0.0,0.4,0.73,0.22,0.3,0.32,0.6
SNU13,30.38,45.94,54.42,55.3,74.66,45.92,48.85,50.9,46.26,45.28
SNUPN,8.71,9.05,12.85,8.5,11.47,13.83,10.34,11.96,9.8,12.88
SNURF,0.08,0.92,1.12,0.2,1.74,0.56,2.22,2.09,0.56,2.6
SNURFL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNW1,17.23,23.01,22.83,15.0,18.42,12.61,15.17,19.96,14.68,18.04
SNX1,60.04,56.46,63.11,43.51,67.4,61.56,55.79,49.72,51.22,54.92
SNX10,9.01,8.11,2.8,4.84,3.01,6.63,7.41,9.88,6.97,11.95
SNX11,26.19,27.36,17.63,12.91,20.87,29.8,21.41,33.63,31.72,24.6
SNX12,26.99,22.08,28.86,29.46,39.91,28.52,27.27,25.51,27.44,25.91
SNX13,12.05,13.25,7.16,8.57,5.86,23.73,13.95,20.34,12.94,11.66
SNX14,5.41,13.84,9.47,14.0,4.89,8.93,18.73,17.29,11.29,8.6
SNX15,19.09,27.18,50.26,32.99,49.93,24.8,23.44,26.53,23.77,21.41
SNX16,1.51,1.34,0.87,1.39,0.36,1.71,1.4,2.69,1.68,0.79
SNX17,50.66,50.89,64.46,63.03,90.52,66.94,72.85,62.59,65.63,54.96
SNX18,23.07,18.54,8.68,10.75,9.19,25.5,11.75,11.57,15.32,29.6
SNX18P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX18P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
SNX19,25.48,23.75,31.19,15.55,32.77,35.15,16.66,22.13,19.99,26.86
SNX2,13.07,18.83,15.99,17.46,12.35,13.71,29.73,43.59,20.11,22.87
SNX20,57.89,52.21,54.32,29.1,50.18,59.01,45.16,43.81,57.82,58.08
SNX21,6.6,4.53,8.05,6.15,14.36,5.93,4.17,5.02,6.14,5.18
SNX22,2.78,4.94,12.0,6.39,7.81,17.17,17.01,8.63,6.16,9.01
SNX24,4.59,3.41,3.85,7.06,1.53,3.17,3.36,3.1,3.03,2.07
SNX25,0.72,1.55,2.61,1.32,1.36,0.69,1.36,1.94,1.09,2.48
SNX27,62.54,50.96,29.66,29.89,37.61,33.22,22.88,30.93,34.84,34.9
SNX29,7.83,11.94,14.85,10.92,15.47,13.34,9.46,8.75,10.58,11.06
SNX29P2,0.78,2.77,8.19,3.93,7.61,9.98,7.72,9.69,4.69,7.51
SNX3,204.93,157.22,182.06,231.19,115.42,97.36,121.77,139.73,132.5,89.57
SNX30,3.47,4.5,5.03,6.21,4.81,5.13,2.8,3.29,4.27,4.89
SNX31,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX32,2.44,3.19,1.59,1.43,2.3,4.38,2.78,3.5,2.17,5.07
SNX33,3.86,4.63,4.67,3.26,7.88,3.46,3.33,2.55,5.47,4.04
SNX4,1.54,2.85,3.57,4.3,2.27,2.28,7.32,6.33,1.96,3.05
SNX5,13.61,20.33,23.78,31.74,17.76,19.29,32.01,27.63,18.39,20.95
SNX6,18.05,29.68,23.69,29.93,17.56,16.47,28.75,39.55,30.65,25.45
SNX7,0.0,0.43,0.02,0.06,0.04,0.0,0.02,0.02,0.47,0.08
SNX8,8.03,7.41,11.33,15.24,18.37,15.44,18.92,13.05,13.81,13.69
SNX9,2.98,3.22,7.22,5.27,6.38,4.68,3.73,3.47,3.95,4.72
SOAT1,25.98,23.59,20.02,13.18,15.18,12.91,16.18,13.55,15.7,16.02
SOAT2,0.0,0.16,0.09,0.0,0.48,0.11,0.02,0.45,0.15,0.24
SOBP,0.04,0.06,0.13,0.02,0.07,0.05,0.11,0.16,0.08,0.15
SOCS1,4.42,3.33,6.98,3.55,4.06,19.38,12.82,17.31,10.74,7.93
SOCS2,1.85,2.13,6.15,3.86,2.71,2.02,3.57,6.3,4.89,6.11
SOCS2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS3,815.58,190.53,156.68,105.85,96.45,40.31,89.8,140.06,145.98,101.61
SOCS4,0.37,1.9,2.2,0.71,1.39,1.58,5.87,2.08,0.81,2.12
SOCS5,0.65,1.5,1.15,1.36,0.92,1.16,1.44,1.67,1.33,1.65
SOCS6,0.54,0.58,0.69,1.35,0.84,0.6,0.54,0.85,0.76,0.54
SOCS7,4.9,9.54,9.43,9.66,10.91,9.32,9.34,4.42,9.68,8.77
SOD1,21.76,43.91,68.43,44.43,63.7,34.64,44.44,44.3,36.57,39.64
SOD2,567.76,525.96,128.54,310.58,107.17,384.62,245.77,465.05,440.3,638.17
SOD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOGA1,4.16,4.71,4.82,3.92,7.25,3.25,3.56,1.95,3.64,4.76
SOGA3,0.01,0.03,0.22,0.04,0.04,0.0,0.0,0.08,0.04,0.08
SOHLH2,0.01,0.03,0.0,0.15,0.02,0.02,0.0,0.05,0.0,0.0
SON,156.24,192.84,156.33,129.77,157.43,112.49,60.41,61.46,113.62,205.35
SORBS1,0.35,0.45,0.34,0.75,0.17,0.21,0.34,0.33,0.33,0.18
SORBS2,0.0,0.19,0.16,0.25,0.17,0.83,1.04,0.35,0.3,0.21
SORBS3,7.09,21.49,25.99,19.31,39.08,27.96,20.27,20.62,25.16,20.45
SORCS2,0.1,0.45,0.43,0.23,0.19,0.16,0.05,0.02,0.29,0.2
SORCS3,0.0,0.04,0.04,0.02,0.11,0.18,0.04,0.07,0.09,0.12
SORD,5.8,5.85,5.56,5.48,7.4,6.95,5.21,6.04,6.6,5.3
SORL1,601.79,360.86,98.48,76.42,103.3,668.5,277.0,606.21,407.31,526.37
SORT1,14.99,14.27,18.09,18.39,12.58,10.48,7.19,6.53,9.44,11.57
SOS1,3.04,4.63,5.04,3.88,2.45,2.34,2.31,2.94,2.61,6.57
SOS2,12.76,13.48,5.93,8.06,4.14,13.55,8.6,10.86,7.02,14.9
SOST,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0
SOSTDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
SOWAHA,0.0,0.0,0.07,0.0,0.04,0.0,0.02,0.01,0.0,0.0
SOWAHB,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0
SOWAHC,0.14,0.15,0.25,0.17,0.34,0.26,0.54,0.23,0.44,0.11
SOWAHD,2.34,4.85,3.0,1.23,6.02,6.38,4.74,3.45,4.25,2.67
SOX10,0.0,0.09,0.16,0.0,0.06,0.23,0.16,0.13,0.15,0.05
SOX12,1.05,1.99,3.51,2.97,3.68,2.92,3.47,2.56,3.99,3.27
SOX13,1.07,2.72,2.9,0.93,4.39,3.03,3.66,1.39,2.38,4.43
SOX15,0.24,0.81,0.24,0.51,0.44,0.61,0.34,0.54,0.75,0.48
SOX17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX18,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.0
SOX2,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.0
SOX2-OT,0.0,0.0,0.07,0.02,0.04,0.18,0.01,0.13,0.27,0.03
SOX21,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
SOX3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
SOX30,0.07,0.16,0.12,0.03,0.2,0.03,0.05,0.07,0.03,0.15
SOX4,1.41,2.77,1.88,1.97,2.45,1.95,1.12,0.92,1.74,1.33
SOX5,0.23,0.23,0.4,0.29,0.1,0.23,1.09,0.54,0.4,1.35
SOX6,0.38,0.2,1.23,0.52,0.4,0.11,4.87,2.62,0.23,0.13
SOX7,0.02,0.05,0.14,0.0,0.16,0.12,0.02,0.03,0.04,0.41
SOX8,0.03,0.04,0.15,0.14,0.3,0.18,0.26,0.15,0.42,0.41
SOX9,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
SOX9-AS1,0.02,0.0,0.06,0.0,0.0,0.12,0.12,0.0,0.07,0.12
SP1,100.36,85.12,62.04,48.42,63.4,84.28,54.92,63.56,72.33,86.78
SP100,44.36,50.25,40.58,42.74,26.88,44.37,61.83,67.65,46.51,63.02
SP110,145.03,137.19,97.02,110.07,81.63,114.65,114.52,116.82,152.01,136.2
SP140,7.15,11.45,17.31,12.05,10.98,11.06,16.38,14.53,13.63,13.33
SP140L,6.71,12.86,17.07,8.36,14.01,9.28,10.46,10.94,10.2,13.81
SP2,46.34,45.66,51.03,40.08,53.01,44.81,37.65,28.16,48.3,49.05
SP3,22.8,27.0,12.45,22.65,12.2,30.48,32.01,37.23,18.77,31.77
SP4,6.67,6.93,6.96,3.93,8.0,11.8,9.43,10.04,5.68,9.02
SP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
SP6,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.02,0.01,0.01
SP7,0.02,0.03,0.03,0.01,0.08,0.15,0.2,0.1,0.08,0.13
SP9,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPA17,0.41,0.42,0.53,0.39,0.58,0.39,0.22,0.56,0.6,0.22
SPAAR,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.06,0.0,0.0
SPACA3,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
SPACA4,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
SPACA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
SPACA6,5.91,4.02,1.85,1.96,2.72,7.28,5.49,5.7,4.19,8.54
SPAG1,1.72,2.14,1.65,1.59,0.68,1.82,1.86,1.88,1.65,2.41
SPAG16,0.03,0.63,0.71,0.82,0.5,0.51,0.53,1.48,1.18,0.6
SPAG17,0.01,0.0,0.0,0.01,0.01,0.0,0.24,0.0,0.01,0.0
SPAG4,1.24,1.25,0.73,0.74,0.77,1.39,2.13,1.77,0.92,1.12
SPAG5,0.68,0.44,1.28,2.68,1.17,0.71,1.32,1.89,1.21,0.74
SPAG5-AS1,6.82,6.39,1.65,2.3,2.72,8.32,6.84,5.96,2.21,5.87
SPAG6,0.04,0.07,0.0,0.08,0.0,0.09,0.12,0.49,0.48,0.0
SPAG7,24.37,34.37,36.64,29.62,38.88,29.05,28.79,31.97,24.57,29.19
SPAG8,0.31,0.64,0.69,0.7,1.5,0.36,0.31,0.37,0.33,0.92
SPAG9,9.32,17.45,6.29,6.56,7.4,25.42,14.94,28.05,11.46,21.29
SPAM1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
SPANXA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPANXA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPANXN4,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARC,878.55,414.34,578.17,1631.02,439.65,499.32,437.03,583.68,793.39,388.14
SPARCL1,0.01,0.0,0.0,0.15,0.0,0.0,0.0,0.01,0.04,0.0
SPAST,11.32,10.6,6.66,9.78,7.3,8.94,15.66,12.44,11.48,12.92
SPATA1,2.7,3.46,0.46,1.81,1.47,1.52,2.2,1.78,1.18,2.07
SPATA12,0.02,0.06,0.09,0.12,0.0,0.01,0.01,0.03,0.03,0.01
SPATA13,23.94,26.79,17.86,8.87,14.05,26.79,29.32,21.29,20.87,30.62
SPATA16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA17,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.01
SPATA18,0.0,0.15,0.0,0.0,0.07,0.09,0.0,0.0,0.0,0.01
SPATA2,8.37,8.11,4.35,4.78,6.06,7.43,6.01,7.8,12.12,8.41
SPATA20,6.01,11.2,15.55,21.44,25.73,19.78,15.35,10.62,16.21,10.97
SPATA21,0.47,0.41,0.11,0.12,0.26,0.01,0.36,0.43,0.17,0.05
SPATA22,0.0,0.32,0.0,0.0,0.0,0.0,0.45,0.23,0.12,0.0
SPATA24,1.01,1.43,3.37,2.01,2.43,3.04,2.79,2.9,1.57,2.99
SPATA25,0.37,0.21,0.63,0.2,0.57,0.49,0.76,0.51,0.55,0.68
SPATA2L,10.93,8.18,3.49,5.57,5.69,7.61,9.89,13.5,20.42,14.17
SPATA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA31A1,0.09,0.01,0.0,0.0,0.0,0.03,0.0,0.18,0.01,0.16
SPATA31A5,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.01,0.0,0.04
SPATA31A6,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
SPATA31A7,0.09,0.0,0.0,0.0,0.0,0.31,0.16,0.1,0.26,0.12
SPATA31D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA31D5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA31E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA32,0.49,0.61,0.32,0.28,0.22,1.05,0.2,0.69,0.44,0.52
SPATA33,1.76,2.03,2.88,3.38,3.18,1.4,2.75,1.96,2.16,1.88
SPATA4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA45,0.0,0.19,0.0,0.0,0.0,0.1,0.0,0.45,0.0,0.41
SPATA46,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
SPATA5,0.6,1.37,2.7,1.37,1.42,0.66,1.76,1.63,1.49,1.76
SPATA5L1,4.53,5.99,1.92,2.76,2.97,6.47,5.98,6.62,4.98,6.34
SPATA6,1.32,3.43,1.43,2.79,3.61,5.67,1.87,3.58,2.67,1.72
SPATA6L,0.1,0.68,0.33,0.64,0.45,0.12,0.23,0.51,0.49,0.7
SPATA7,1.06,2.05,0.72,1.13,1.55,0.54,1.47,2.02,1.25,0.54
SPATA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
SPATA9,0.28,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.07,0.0
SPATC1,2.64,0.38,0.71,0.72,0.35,0.9,0.69,0.47,0.76,0.4
SPATC1L,2.99,5.26,7.8,5.1,10.81,8.0,6.37,3.51,5.58,6.25
SPATS2,3.67,4.59,5.2,15.21,5.8,2.67,5.63,3.94,3.8,3.97
SPATS2L,3.84,3.77,9.29,10.06,7.92,3.13,9.8,7.02,10.25,4.87
SPC24,0.28,0.23,1.39,3.04,0.92,0.43,0.77,0.86,0.58,0.25
SPC25,0.17,0.33,0.29,0.97,0.1,0.35,0.26,0.42,0.56,0.39
SPCS1,16.68,27.58,33.13,39.58,32.08,21.31,15.7,21.75,22.68,21.9
SPCS2,28.18,37.34,49.76,56.54,31.96,30.3,29.78,28.38,29.13,39.8
SPCS3,12.94,12.46,16.24,38.6,12.51,16.76,26.45,31.08,19.67,18.06
SPDEF,0.05,0.0,0.0,0.05,0.02,0.07,0.0,0.03,0.02,0.06
SPDL1,0.63,0.41,0.58,0.9,0.36,0.22,0.71,0.74,0.27,1.27
SPDYA,0.06,0.55,0.1,0.23,0.18,0.07,0.16,0.44,0.05,0.11
SPDYC,2.2,0.29,0.29,19.2,0.72,1.34,0.0,2.06,1.03,0.04
SPDYE1,0.4,0.95,1.31,0.61,0.99,1.07,0.47,0.47,0.83,1.08
SPDYE16,2.02,3.48,6.33,2.02,4.63,3.91,2.01,2.47,4.86,6.11
SPDYE2,0.94,1.28,2.29,1.01,3.59,2.18,2.16,1.02,2.02,2.91
SPDYE2B,0.42,0.49,1.49,0.27,1.29,0.93,0.46,0.81,1.05,1.58
SPDYE3,1.55,3.39,6.15,2.63,6.51,4.19,2.72,2.27,2.55,4.03
