SYMBOL,K_O,K12,K21,K22,K24,K25,K4,K7,T2D_D,T2D102,T2D106,T2D11,T2D3,T2D61,T2D66,T2D78
RPS6P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS6P7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPS6P8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7,3035.13405,1746.3025900110306,3553.4866,4133.50405,3626.4166947517,4150.15626010532,1915.3363,2936.029,2385.5956300000003,961.7048,1433.30364,109.02799,2153.87763,241.2698,5272.49446,5210.381089
RPS7P1,3.2822,0.0,0.0,5.02318,1.73251,3.21787,3.36411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24902
RPS7P10,0.0,0.0,2.06825,0.0,0.0,0.0,0.0,1.03275,1.01508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7P11,3.87013,3.75784,5.47372,6.19595,3.84767,3.77378,6.38482,5.21195,0.0,14.6163,3.63853,0.0,8.767,0.0,0.0,5.05672
RPS7P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7P14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPS7P15,4.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0
RPS7P2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7P3,0.0,3.00489,0.0,0.0,1.00038,1.0,1.00293,0.0,0.0,0.0,1.00199,0.0,0.0,0.0,4.0,0.0
RPS7P4,0.0,0.0,0.0,1.00805,0.0,0.0,0.0,1.00706,0.0,0.0,0.0,0.0,1.00765,0.0,1.00027,0.0
RPS7P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7P6,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPS7P7,0.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0,8.0,0.0,1.0,0.0,4.0,1.0
RPS7P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPS8,3682.30671,2119.75524,3572.0076000000004,5832.34742,5620.1135,6687.01664,2476.1696500000003,3810.9655000000002,2193.09246,1129.20702,1867.02656,168.0,3499.06704,366.99961,8363.79293,7444.9967
RPS8P10,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS8P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS8P4,0.0,0.0,0.413961,0.0,0.0,0.0,0.0647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPS8P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS8P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS9,1759.4363999999998,1181.02979216,2139.8604,3221.10649532,2825.2754999999997,3223.57402963,1629.23728,2109.2088820000004,1404.999856555,806.03825,1480.0419399999998,100.99996999999999,2055.1514150000003,182.99954,3758.5906,4243.272534964
RPS9P1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.55618,0.0
RPSA,3180.11553,1631.2328270732105,3499.7068300548385,5415.485760112264,4669.470070395186,4765.822110396857,2350.87659,3370.9484810002396,2315.0248000012593,1090.9923000000001,1609.345290508249,161.94980138786,2748.816950596088,332.36881008069037,5571.82673,5677.4245900000005
RPSA2,41.221360000000004,71.481420623027,159.59686224386,180.33487704243,39.4250511348,247.751256,50.207570031236905,60.79945,81.877390770869,36.23126,73.171655,6.90759,118.5691610141,6.93363162873,208.276976401,162.09426
RPSAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPSAP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP11,0.0,0.0,4.00159,0.283994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00142,0.0,0.0,0.0
RPSAP12,0.0,0.0,0.0,0.0,0.0,1.14115,0.0,0.0,0.0,0.0,1.16557,0.0,0.0,0.0,0.0,1.14963
RPSAP13,0.0,0.0,5.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
RPSAP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09074
RPSAP16,0.0,5.55827,12.9033,1.83424,3.18459,2.22248,2.0,2.88149,2.0,0.0,4.96852,0.0,0.0,0.0,12.6466,8.54608
RPSAP17,0.0,0.0,0.0,0.718417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP18,0.0,0.0,0.0,1.00444,2.0149,0.0,0.0,0.0,0.0,0.0,4.03777,0.0,1.00621,0.0,2.05212,4.03409
RPSAP19,0.0,0.0,3.47048,0.0,0.0,1.097,0.0,0.0,0.0,1.09549,0.0,0.0,0.0,0.0,0.0,2.28035
RPSAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPSAP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP21,0.0,4.0,10.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0
RPSAP22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
RPSAP23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP26,0.0,0.0,0.0,0.0,0.0,1.32616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66461
RPSAP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPSAP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00025
RPSAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPSAP38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
RPSAP39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
RPSAP4,0.0,1.00525,0.0,0.0,0.0,1.00256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP41,0.0,0.461941,0.0,1.0,0.0,0.0,1.92614,0.0,1.28838,0.0,0.0,0.0,0.0,1.60418,0.0,1.16538
RPSAP42,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPSAP43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP45,0.0,1.09828,0.0,1.0364,1.02871,1.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP46,0.0,1.0,0.0,0.0,3.0,0.0,1.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP48,1.98707,1.18257,3.44565,8.65114,0.0,2.30612,1.11677,1.05363,0.0,2.27913,2.2803,0.0,1.2367,0.0,9.45918,4.41859
RPSAP49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP5,0.0,0.0,0.0,1.00292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP50,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
RPSAP51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
RPSAP53,0.0,0.0,0.0,2.00607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00489,0.0,0.0,0.0
RPSAP54,0.0,0.0,1.07731,1.03752,0.0,1.04274,0.0,0.0,0.0,0.0,0.0,0.0,1.03401,0.0,0.0,0.0
RPSAP55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00076,0.0
RPSAP56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP6,6.0,7.0,26.0101,5.0,0.0,13.0,1.0,4.0,7.0,13.0,13.0,0.0,5.00236,1.0,10.0,8.00193
RPSAP60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPSAP63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00024,0.0
RPSAP64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP67,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPSAP68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPSAP73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPSAP76,0.0,0.0,0.0,0.0,1.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00051,1.00153
RPSAP8,0.0,0.0,0.0,1.00461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP9,0.0,0.0,1.05579,2.04772,0.0,3.05348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99047
RPTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0
RPTOR,229.74269999999999,113.4304,286.264132,147.01253,159.999971,169.57476,105.64537,141.67946999999998,179.04086,141.85377,120.15179,8.0,141.710788896,27.999984,205.2550745,239.05342657699998
RPUSD1,23.99998,20.0,54.9999744101,15.898313929277,21.00004,32.00004,20.000002,24.0000046577,20.999972,10.0,31.0000292,3.0,16.0,2.0,35.00002,37.000042405
RPUSD2,49.6126,24.00002,85.00002,43.000049999999995,27.077550000000002,52.099039999999995,34.00005,49.2424,17.999975929999998,15.0,20.99997,5.0,37.99995,10.0,89.0,70.060833461
RPUSD3,59.9642,55.5027110537,88.745487,74.558695,56.143693,124.893573,41.80108,95.84628,71.78598,32.960712,59.35517,0.0,36.145668300000004,10.044482,105.085655,86.81681999999999
RPUSD4,115.97559,104.09531000000001,136.12582,123.96658307537,114.74391,161.63725,75.69524,141.8497015,74.9092,38.86262,55.01502,3.0,69.37108,12.00001,207.60373,184.08346
RRAD,2.0,3.0,0.0,0.0,1.0,1.0,4.000003,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0
RRAGA,117.0,101.0,176.0,247.0,198.0,187.0,136.0,131.0,104.0,80.0,112.0,4.0,194.0,26.0,221.0,214.0
RRAGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRAGAP1-AS1,5.0,4.0,10.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
RRAGB,127.0,49.00005,51.999970000000005,107.00001999999999,88.99991,134.00007,50.00005,89.99999,87.99999,60.00003,49.00001,4.999998,53.99996,3.99999529,125.00002,172.99999
RRAGC,163.68529999999998,93.6443,191.3766,169.44819999999999,167.62199999999999,207.6057,111.37334,112.48487,127.12857,63.0968,104.25613,10.0,93.9176,17.999959999999998,206.046,177.46042
RRAGC-DT,10.695,5.18021,7.61363,7.811579999999999,8.027709999999999,10.57887,2.736104,10.333582,1.01103,2.01243,2.86327,0.0,8.05914,1.0,12.44482,5.9799299999999995
RRAGD,82.0,30.99995,74.0,108.99997,41.0,104.0,49.0,78.00008,37.99997011000001,23.00003,45.0,1.0,29.99996,5.000005,122.9998582,99.7022
RRAS,36.0,64.0,68.0,64.00005,29.0,67.99996999999999,44.0,54.00004,41.0,19.0,22.0,6.0,23.0,4.0,53.0,94.00003
RRAS2,122.999970326358,88.75095,234.5756,120.72189,136.60403749,153.95198,99.96977,137.8234100543513,165.81177142855,32.93757,80.00001,0.0,95.00002113059999,13.50691250399,221.1887000389235,182.78274
RRAS2P1,0.0,0.0,0.0,0.453428,1.39596,3.0589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389756,1.79378,0.0686801
RRAS2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
RRBP1,611.9998,452.99959,695.00017,574.00032,447.9997,538.187434,303.99927399999996,846.9994,449.99979,141.2852112,339.76915,38.99999,334.99984,59.00004,828.8800400607122,956.9997500000001
RRBP1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRBP1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RREB1,440.5486,485.8123231579,631.2899,414.57715,424.50266999999997,466.41336,259.157709,387.48748,505.052353876,264.56867,295.83686,25.436594200000002,290.7311,61.64859,544.12742,670.5941
RRH,6.0,2.00075,4.13297,3.0,0.0,8.00008,3.0,2.22113,8.0,0.0,3.00077,5.0276,0.0,0.0,1.0,8.0
RRM1,226.99951,118.72966,188.99991,234.13100000000003,263.00008,267.16517,105.99999,169.00035,188.99993,74.9999891,110.0,26.99997,139.00001,24.585069999999998,433.40590999999995,282.513
RRM1-AS1,3.19641,1.13834,18.3706,0.0,0.0,0.0,0.0,1.11242,0.0,0.0,2.08311,0.0,0.0,0.0,0.0,1.10555
RRM2,71.921895,98.5881318,98.01004999999999,56.755115700000005,50.367929942,70.339707,38.092378000000004,66.04734117,74.204904804,25.47776683883,27.400884405,4.000000202,21.49186876,7.9999970949999994,124.202947,69.198158
RRM2B,178.000371,65.12463,123.999650678,194.00033,153.999548,218.04244200000002,84.02743,161.06007,145.00006,36.99998,97.00003,3.0,83.999962,16.0,277.00036,272.9996100315264
RRM2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRM2P3,3.0,7.0,33.0,11.0,14.0,10.0,2.0,4.0,9.0,17.0,2.0,1.0,4.0,0.0,11.4347,14.0
RRM2P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRN3,258.89457,169.2165,271.90020001028404,272.73013000000003,261.04706,382.32638999999995,144.28872,329.15088,234.28116,54.897251000000004,141.37696,12.0999,179.28810000000001,33.72107,559.49789,501.72
RRN3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85103,0.0,0.0,0.0
RRN3P2,121.9831,67.3003,177.02556040000002,86.7697,106.7253,88.68351,80.6647,162.0065,120.109,108.81660000000001,86.71182999999999,0.0,54.0162,9.12409,152.87167,139.078
RRN3P3,48.2271,75.2818,135.28046,54.40041,42.65969,76.2958,39.73404,65.6446,65.6403,29.657968999999998,50.58718,0.0,45.07421,1.44838,107.25,90.8262
RRN3P4,8.0,6.0,12.0,15.0,2.0,1.0,0.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,7.0,13.0
RRP1,98.30543,73.07892728,84.49346,95.29082,85.43694,110.38905,48.11977,123.14183,65.1482546,30.42343,72.15889000000001,11.0,68.19435,13.341239999999999,140.748254,125.20871
RRP12,143.2645800211067,145.738760060045,245.97382003946,197.9031800102568,127.33611010821922,154.718550136261,96.443784,97.72442010352201,94.98282003706652,93.17748,83.638450303946,5.99482,79.3618700359859,13.000003,429.75745001295763,591.903780296759
RRP15,137.05880000000002,106.5367,198.9096,133.9564,116.01082,227.9471,58.139179999999996,169.0899,168.93142,65.07929999999999,87.44416,12.24334,100.385,21.2669,248.236,241.51979999999998
RRP1B,245.9996,119.00049,284.99957,184.0002,198.0004,227.0001,121.99968,184.99972,248.00029999999998,63.0,113.9998,17.0,159.9998,19.0,299.0,331.99989999999997
RRP36,140.0,90.0946,217.82871,166.7336,141.34120000000001,178.29062,84.17728,236.389,92.53558,38.378999,86.2071,7.0,96.05659,26.0,241.853,212.21681999999998
RRP7A,204.16545,241.59980000000002,346.92179999999996,283.5433,194.84393880000002,250.5848,340.8526,234.29078,205.0836,94.62762,169.86011,18.6911,178.25845,36.90535,399.5808,361.64979999999997
RRP7BP,176.66934,103.96946,97.81083,109.06469200000001,75.04136,156.02505,118.38458,169.29905,106.30873298430001,45.17477,144.46842,9.523060000000001,63.292965800000005,18.12644,251.01050999999998,273.3950074276
RRP8,193.9099,147.82877,274.22616999999997,126.66457,133.82297,206.74509,92.07025,173.30339,129.39161,93.40316,114.17096000000001,7.76937,80.23932404658,22.220233,219.47643,222.86894
RRP9,49.0,23.0,36.0,43.0,35.0,41.0,28.0,50.0,39.0,5.0,26.0,6.0,14.0,4.0,59.0,68.0
RRS1,95.0,29.0,82.0,87.0,52.0,92.0,42.0,97.0,62.0,11.0,31.0,1.0,57.0,6.0,125.0,91.0
RRS1-DT,10.0847,9.01099,31.8487,1.00153,2.52667,14.145,5.0,12.0038,16.0918,1.00613,12.1475,0.0,5.15991,2.0,6.50227,11.0228
RS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35063,1.53139,2.54112
RSAD1,171.99971,63.99999,224.99952,170.00003,145.99959,220.00047,115.99999000000001,177.00014000000002,122.00014,55.99998,110.99992,20.0,108.99996,22.99997,277.99999,254.00036
RSAD2,260.15833328,88.58467,174.95016,298.03508999999997,198.00241,206.34573,104.51438,108.40245999999999,146.9043,229.4327,110.27103,14.0,83.9364,27.336740000000002,251.52453,352.92769
RSBN1,630.999418,248.999567,459.00025,460.99991600000004,340.00063,552.99943,228.00044699999998,550.00021,461.99976999999996,131.0000101,228.00047,34.000042,263.0004,59.000012999999996,724.0002400000001,681.0001
RSBN1L,834.17605,337.82058,590.979,729.48389,636.3887500000001,805.02891,335.9101,710.85709,695.13474,247.01299999999998,335.770930952318,38.0,546.9119999999999,69.05592,997.79058,860.86943
RSC1A1,10.1089,6.3637,0.0,6.3604,0.0,9.87164,3.16633,0.0,6.19734,0.0,6.23406,0.0,3.86633,0.0,7.76683,31.6188
RSF1,1864.40708,985.7155690000001,1968.85976,1581.68831,1574.7236599999999,1550.40107,653.61665,1389.2632,1545.4115299999999,779.73152,825.25895,101.99996,996.2152600000001,167.52362,1892.8807,1639.73305
RSF1-IT1,0.0,3.56594,4.0,2.16526,1.00413,5.0144,1.12286,0.0,6.42797,3.0,2.00316,0.0,3.0,0.0,6.27931,5.04163
RSF1-IT2,14.7907,9.0,6.0,6.0,2.88241,11.0,3.0,2.0,6.0,0.0,6.0,0.0,0.0,1.0,12.706,10.0
RSKR,142.0652,150.13672,181.68346,87.10615,69.45626999999999,126.90759,87.70995,131.987,72.67866,75.99618,86.53694,7.672979999999999,59.94071,19.247799999999998,169.04551,147.896736175
RSL1D1,889.7618799999999,410.25379,1067.3124,1072.06932,876.231316,1069.5336399999999,414.54129,767.91931,546.27396,310.70045,401.3385500204343,63.000017,500.0441,104.356890013729,1252.5154,1368.22621
RSL1D1-DT,19.0,18.0,19.0,11.0,0.0,15.0,6.0,7.0,13.0,6.0,9.0,0.0,2.0,0.0,16.0,12.0
RSL24D1,593.00031,309.96410000000003,771.9232000000001,854.9907300000001,497.0001,855.9902318973,449.000065491003,452.99136,375.00051,238.00007,311.0001,31.0,355.99984,63.00007,1151.99045,1169.992
RSL24D1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSL24D1P11,0.0,0.0,0.0,1.01009,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.00742
RSL24D1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSL24D1P3,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSL24D1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RSL24D1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSL24D1P6,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
RSL24D1P8,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RSL24D1P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSPH1,1.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,1.000246921,3.0,2.12148,0.0,3.48324,0.0,3.06837,1.0
RSPH1-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSPH10B,5.230729999999999,5.8222000000000005,1.53646,2.11594,0.594559,5.836040000000001,3.84816,11.14462,8.45638,2.90452,3.48856,0.0,2.760322,0.627583,6.81981,4.77083
RSPH10B2,0.0,7.94003,17.67401,4.11594,0.594559,6.91695,3.98698,3.70097,6.30061898257,2.90452,3.2067,0.0,0.580512,0.627583,4.76497,12.180060000000001
RSPH14,7.0549,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSPH3,72.2637,34.43335,57.287392999999994,69.7865,61.479200000000006,89.68387,37.733792,87.23939999999999,66.21271,24.823950999999997,45.03302,6.93838,35.75053,11.75268,105.02779,98.5737
